,일련번호,의료기관명,병상수,소 재 지,개설주체_민간 또는공공,개설일자,전화번호,구,행정동명
179,421,참정형외과의원,0,"경상남도 창원시 성산구 마디미로21번길 17, 상남동피아노빌딩 5층 (상남동)",민간,2013-02-22,055-266-2288,성산구,상남동
180,422,다나신경외과의원,9,경상남도 창원시 의창구 읍성로 23-3 (서상동),민간,2013-01-17,055-603-8275,의창구,
181,423,새미래정형외과의원,22,경상남도 창원시 성산구 원이대로 578 (중앙동),민간,2013-01-17,055-262-7575,성산구,중앙동
182,424,엘리스의원,0,"경상남도 창원시 성산구 마디미서로 54 (상남동, 서울아동빌딩 501호)",민간,2012-12-14,055-275-3616,성산구,상남동
183,425,세종내과영상의학과의원,14,경상남도 창원시 의창구 원이대로285번길 6 (봉곡동),민간,2012-08-02,055-277-5700,의창구,
184,426,문영일이비인후과의원,0,경상남도 창원시 의창구 팔용로 428 (팔용동),민간,2012-08-01,055-251-3542,의창구,
185,427,리얼성형외과의원,0,경상남도 창원시 성산구 마디미서로 54 (상남동),민간,2012-06-12,055-289-8626,성산구,상남동
186,428,레드성형외과의원,0,경상남도 창원시 성산구 상남로 132 (상남동),민간,2012-05-01,055-287-4825,성산구,상남동
187,429,차안과의원,0,경상남도 창원시 의창구 원이대로 587 (용호동),민간,2012-04-09,055-285-0301,의창구,
188,430,범안과의원,0,경상남도 창원시 의창구 원이대로 587 (용호동),민간,2012-04-03,055-285-0307,의창구,
189,431,운경병리과의원,0,경상남도 창원시 의창구 의창대로247번길 13 (소답동),민간,2012-03-16,055-251-6601,의창구,
190,432,우리정형외과의원,0,경상남도 창원시 의창구 동읍 의창대로 854,민간,2012-03-16,055-253-6868,의창구,동읍
191,433,아이사랑소아청소년과의원,0,"경상남도 창원시 의창구 평산로 96 (팔용동, 웰빙프라자308호일부)",민간,2011-12-12,055-295-0200,의창구,
192,434,굿네스의원,0,"경상남도 창원시 성산구 중앙대로 114, 4층 (상남동, SC제일은행)",민간,2011-11-18,055-246-0333,성산구,상남동
193,435,서울산부인과의원,0,"경상남도 창원시 성산구 원이대로 664 (상남동, 창원메디컬5,6층)",민간,2011-09-02,055-267-2290,성산구,상남동
194,436,옥광휘신경외과의원,0,경상남도 창원시 의창구 원이대로285번길 5 (봉곡동),민간,2011-06-30,055-250-6000,의창구,
195,437,아름다운피부과의원,0,경상남도 창원시 성산구 가양로124번길 1 (대방동),민간,2011-04-26,055-245-0808,성산구,
196,438,끌림365의원,0,경상남도 창원시 의창구 원이대로 320 (대원동),민간,2011-04-26,055-276-3650,의창구,
197,439,브랜든시티의원,0,"경상남도 창원시 의창구 원이대로 320, 더시티세븐 T동 601호 (대원동)",민간,2011-01-11,055-276-7585,의창구,
198,440,Dr 윤의원,0,"경상남도 창원시 성산구 중앙대로 123 (중앙동, 롯데마트4층)",민간,2010-12-29,055-263-8119,성산구,중앙동
199,441,맑은피부과의원,0,"경상남도 창원시 성산구 원이대로 654 (상남동, 세인프라자3층)",민간,2010-04-20,055-283-7555,성산구,상남동
200,442,하얀세상의원,0,"경상남도 창원시 성산구 원이대로 678 (상남동, 2층201호)",민간,2010-03-17,055-261-0105,성산구,상남동
201,443,석재활의학과의원,0,"경상남도 창원시 의창구 팔용로 429 (팔용동, 팔용프라자204호)",민간,2010-02-17,055-253-7171,의창구,
202,444,서울밸런스의원,0,"경상남도 창원시 성산구 상남로 73 (상남동, 서울메디컬센터 4층)",민간,2009-11-24,055-282-7555,성산구,상남동
203,445,온소아청소년과이비인후과의원,0,경상남도 창원시 의창구 북면 감계로 304 (재성빌딩 204호),민간,2009-11-02,055-298-6075,의창구,북면
204,446,동화의원,0,경상남도 창원시 의창구 동읍 동읍로 5 (덕산빌딩2층),민간,2009-10-20,055-252-0840,의창구,동읍
205,447,로뎀재활의학과의원,0,"경상남도 창원시 성산구 동산로 124, 5층 507-A, 507-B호호 (상남동, 성원그랜드쇼핑)",민간,2009-09-14,055-282-0116,성산구,상남동
206,448,미즈유외과의원,4,경상남도 창원시 성산구 상남로 122 (상남동),민간,2009-08-05,055-263-6875,성산구,상남동
207,449,터직업환경의학과의원,0,"경상남도 창원시 성산구 중앙대로39번길 6 (중앙동, 제일상가 308-315호)",민간,2009-05-21,055-261-0600,성산구,중앙동
208,450,로즈맘여성산부인과의원,10,"경상남도 창원시 의창구 평산로 96 (팔용동, (웰빙프라자309,310호))",민간,2009-04-24,055-253-7722,의창구,
209,451,송진호마취통증의학과의원,0,"경상남도 창원시 성산구 동산로 124, 성원아파트 성원종합상가 5층 519호 (상남동)",민간,2009-03-25,055-253-1375,성산구,상남동
210,452,한솔마취통증의학과의원,0,"경상남도 창원시 의창구 우곡로217번길 36 (명서동, 모리스빌딩3층)",민간,2009-03-19,055-292-9992,의창구,
211,453,제일의원,0,"경상남도 창원시 의창구 도계로 69 (도계동, 세영빌딩2층)",민간,2008-12-26,055-277-2888,의창구,
212,454,아름다운산부인과 의원,3,"경상남도 창원시 의창구 팔용로 442 (팔용동, KB빌딩4층)",민간,2008-09-04,055-253-7585,의창구,
213,455,S성형외과의원,0,"경상남도 창원시 성산구 원이대로682번길 14 (상남동, 삼광빌딩301호)",민간,2008-07-18,055-289-0300,성산구,상남동
214,456,서울비뇨의학과의원,0,"경상남도 창원시 의창구 팔용로 438, 팔용종합상가 3층 307호 (팔용동)",민간,2008-04-21,055-255-8875,의창구,
215,457,미시안여성의원,0,"경상남도 창원시 성산구 중앙대로 64, 신텍타워 1층 102호 (상남동)",민간,2008-03-07,055-266-2565,성산구,상남동
216,458,제일내과의원,0,"경상남도 창원시 의창구 동산로 145 (신월동, 신월주공상가3층)",민간,2007-11-04,055-275-5688,의창구,
217,459,서울아이비안과의원,0,"경상남도 창원시 성산구 상남로 73 (상남동, 서울메디컬빌딩4층)",민간,2007-09-04,055-274-5027,성산구,상남동
218,460,청솔신경과의원,0,"경상남도 창원시 의창구 소계로90번길 3-1 (소계동, 1층)",민간,2007-07-05,055-251-0234,의창구,
219,461,제니트비뇨기과의원,0,"경상남도 창원시 의창구 원이대로 595, 3층 302호 (용호동, 고운메디컬빌딩)",민간,2007-05-21,055-285-2727,의창구,
220,462,21세기내과의원,0,"경상남도 창원시 성산구 반송로 150 (반림동, 회성빌딩3층)",민간,2007-01-10,055-282-3339,성산구,
221,463,아톰소아청소년과의원,0,"경상남도 창원시 성산구 안민안길 20 (안민동, 103호)",민간,2006-12-15,055-283-5191,성산구,
222,464,아인성형외과의원,0,"경상남도 창원시 성산구 상남로 118, 4층 402호 (상남동, CNN타워)",민간,2006-11-23,055-286-6565,성산구,상남동
223,465,굿모닝외과의원,7,경상남도 창원시 의창구 사화로 6 (팔용동),민간,2006-09-29,055-277-8275,의창구,
224,466,21세기정형외과의원,17,"경상남도 창원시 성산구 반송로 150 (반림동, 회성빌딩4,5층)",민간,2006-09-26,055-285-0021,성산구,
225,467,밝고고운안과의원,0,"경상남도 창원시 의창구 원이대로 595 (용호동, 7층)",민간,2006-07-18,055-283-3200,의창구,
226,468,메디포맨남성의원,0,"경상남도 창원시 의창구 의창대로62번길 2, 10층 (팔용동, 동영오피스 10층)",민간,2006-06-14,055-298-7515,의창구,
227,469,길흉부외과의원,4,"경상남도 창원시 성산구 마디미로21번길 17 (상남동, 피아노빌딩8층)",민간,2006-03-27,055-264-1199,성산구,상남동
228,470,내동의원,0,경상남도 창원시 성산구 창원대로 726 (내동),민간,2006-03-06,055-266-9690,성산구,
229,471,웅이비인후과의원,0,"경상남도 창원시 성산구 반송로 144 (반림동, 수영빌딩302호)",민간,2005-11-25,055-262-7585,성산구,
230,472,서울가정의원,0,"경상남도 창원시 의창구 창이대로 203 (봉곡동, 101,102,105,106호)",민간,2005-11-14,055-288-5755,의창구,
231,473,티아라의원,0,"경상남도 창원시 성산구 상남로 122 (상남동, 롯데메디컬6층)",민간,2005-09-15,055-286-6200,성산구,상남동
232,474,삼성가정의학과의원,0,"경상남도 창원시 성산구 창이대로 733 (사파동, 사파동성아파트상가A동226,22호)",민간,2005-09-06,055-264-8275,성산구,사파동
233,475,서울외과의원,0,"경상남도 창원시 의창구 서상로 69 (서상동, 정원빌딩2층)",민간,2005-08-17,055-298-3533,의창구,
234,476,강의원,0,"경상남도 창원시 의창구 신사로45번길 33 (신월동, 2층)",민간,2005-07-04,055-264-6333,의창구,
235,477,선비뇨기과의원,2,"경상남도 창원시 성산구 마디미서로 26 (상남동, 한독빌딩11층)",민간,2005-06-10,055-285-7582,성산구,상남동
236,478,삼성연합의원,0,"경상남도 창원시 성산구 창원천로 288 (반지동, 대동그린코아207-210호,215호)",민간,2005-05-19,055-237-7582,성산구,
237,479,이안과의원,0,경상남도 창원시 의창구 읍성로 46 (중동),민간,2005-02-04,055-255-8275,의창구,
238,480,정영주안과의원,0,"경상남도 창원시 성산구 가양로124번길 13 (대방동, 204호)",민간,2005-02-04,055-283-0277,성산구,
239,481,박희용의원,0,"경상남도 창원시 의창구 팔용로 428 (팔용동, 드림피아상가406호)",민간,2005-02-03,055-297-8891,의창구,
240,482,한솔내과의원,24,"경상남도 창원시 의창구 우곡로217번길 34 (명서동, 1,2,3,4층)",민간,2004-12-01,055-237-2511,의창구,
241,483,장진호마취통증의학과의원,0,"경상남도 창원시 성산구 가음로13번길 33 (남양동, 남양종합상가303호)",민간,2004-10-26,055-285-2151,성산구,
242,484,윤앤김연합의원,0,경상남도 창원시 의창구 동읍 자여로65번길 26 (2층),민간,2004-09-01,055-251-8050,의창구,동읍
243,485,초록내과의원,0,"경상남도 창원시 성산구 상남로 122 (상남동, 롯데메디컬10층)",민간,2004-07-20,055-274-0355,성산구,상남동
244,486,화이트라인하얀피부과의원,0,"경상남도 창원시 성산구 마디미서로 26 (상남동, 한독빌딩5층)",민간,2004-06-10,055-274-8275,성산구,상남동
245,487,창원의원,0,경상남도 창원시 의창구 읍성로 35-1 (북동),민간,2004-05-18,055-251-7979,의창구,
246,488,한미항외과의원,9,"경상남도 창원시 의창구 의안로2번길 15 (소답동, 3,4층)",민간,2004-04-01,055-256-5610,의창구,
247,489,최이비인후과의원,0,"경상남도 창원시 성산구 가음로13번길 33 (남양동, 남양상가304호)",민간,2004-03-03,055-266-1861,성산구,
248,490,속시원내과방사선과의원,0,"경상남도 창원시 의창구 의안로31번길 28-5 (중동, 성우빌딩3,4층)",민간,2004-01-11,055-294-7778,의창구,
249,491,삼성이비인후과의원,0,경상남도 창원시 의창구 팔용로 439 (팔용동),민간,2004-01-08,055-253-3535,의창구,
250,492,신세계비뇨기과의원,0,"경상남도 창원시 의창구 의안로2번길 15 (소답동, 1층)",민간,2003-10-22,055-299-7474,의창구,
251,493,나병천정형외과의원,0,"경상남도 창원시 성산구 가양로124번길 5-3 (대방동, 3,6층)",민간,2003-08-13,055-264-7582,성산구,
252,494,현대소아청소년과의원,0,경상남도 창원시 의창구 동읍 동읍로 1,민간,2003-06-25,055-252-0964,의창구,동읍
253,495,창원마취통증의학과의원,0,"경상남도 창원시 의창구 명지로84번길 4 (명서동, 조아쇼핑202호)",민간,2003-05-24,055-238-5577,의창구,
254,496,이곤희가정의학과의원,0,"경상남도 창원시 성산구 마디미서로 51, 4층 401호 (상남동, 서울메디칼빌딩 4층 401호)",민간,2003-02-28,055-242-7931,성산구,상남동
255,497,강내과의원,0,"경상남도 창원시 의창구 천주로 24 (서상동, 2층)",민간,2003-01-18,055-295-7838,의창구,
256,498,베스트의원,0,"경상남도 창원시 성산구 마디미서로 51 (상남동, 서울메디컬빌딩 3층)",민간,2002-11-18,055-281-6677,성산구,상남동
257,499,한병리과의원,0,"경상남도 창원시 의창구 용지로 225 (용호동, 롯데상가3층302,304호)",민간,2002-10-12,055-285-9914,의창구,
258,500,대화이비인후과가정의학과의원,0,"경상남도 창원시 성산구 대정로 77 (남양동, 성원1차아파트301,302,307,308호)",민간,2002-10-08,055-285-3501,성산구,
259,501,사림우리들의원,0,"경상남도 창원시 의창구 사림로 47 (사림동, 사림프라자)",민간,2002-07-25,055-266-4337,의창구,
260,502,조은세상의원,0,"경상남도 창원시 성산구 대암로 272 (대방동, 대방2차덕산타운)",민간,2002-07-19,055-275-7300,성산구,
261,503,밝은미래안과의원,4,"경상남도 창원시 성산구 상남로 122 (상남동, 롯데메디컬)",민간,2002-07-03,055-282-9100,성산구,상남동
262,504,정비뇨기과의원,0,"경상남도 창원시 성산구 상남로 122 (상남동, 롯데메디컬)",민간,2002-07-03,055-281-7680,성산구,상남동
263,505,이보람산부인과의원,0,"경상남도 창원시 의창구 원이대로 591 (용호동, X프리빌딩)",민간,2002-05-07,055-262-8223,의창구,
264,506,박성희소아청소년과의원,0,"경상남도 창원시 의창구 읍성로 60, 3층 (소답동)",민간,2002-05-02,055-252-8575,의창구,
265,507,백승호가정의학과의원,0,"경상남도 창원시 의창구 도계로 57 (도계동, 도계중앙빌딩)",민간,2002-05-01,055-288-7588,의창구,
266,508,선린자모의원,24,"경상남도 창원시 성산구 가양로124번길 7 (대방동, 선린빌딩)",민간,2002-04-17,055-266-6655,성산구,
267,509,서원교비뇨기과의원,0,"경상남도 창원시 성산구 가양로124번길 15 (대방동, 대암빌딩)",민간,2002-04-10,055-285-5614,성산구,
268,510,내외상시인의원,0,"경상남도 창원시 성산구 동산로 162 (사파동, 무궁화상가 2층)",민간,2002-03-15,055-286-3688,성산구,사파동
269,511,시민내과의원,0,"경상남도 창원시 의창구 원이대로 271 (봉곡동, 한마음타워)",민간,2002-03-02,055-276-0044,의창구,
270,512,안민하나의원,0,"경상남도 창원시 성산구 안민로117번길 8 (안민동, 송원상가 201호)",민간,2002-03-02,055-282-9452,성산구,
271,514,이길수이비인후과의원,0,"경상남도 창원시 성산구 원이대로 666 (상남동, 금강빌딩)",민간,2001-11-05,055-267-8400,성산구,상남동
